Title,clean_synopsis
Color of Night,color blind psychiatrist stalked unknown killer taking murdered friend therapy group becomes embroiled intense affair mysterious woman may connected crime
Homefront,phil broker former dea agent gone crisis action biker gang went horribly wrong cost life bos son recently widowed left year old daughter maddy decides quit turbulent demanding life thrill maddy sake retires small town daughter fight boy bullying school set motion round event end direct confrontation local meth drug lord past history biker gang also enters arena making matter complex mission mind protect daughter ready pay cost demand
I Spit on Your Grave III: Vengeance Is Mine,jennifer hill still tormented brutal sexual assault endured year ago changed identity city reluctantly joining support group begin piece together new life new friend murderer go free tale serial rapist haunt jennifer hunt men responsible system make pay crime horrific way imaginable time jury may able save
Live and Let Die,james bond must investigate mysterious murder case british agent new orleans soon find gangster bos named mr big
Falling Down,ordinary man frustrated various flaw see society begin psychotically violently lash
Hunter Killer,captain glass us arkansas discovers coup tat taking place russia crew join elite group working ground prevent war
The Fate of the Furious,mysterious woman seduces dom world crime betrayal closest crew face trial test never
Detective Conan: The Raven Chaser,new member black organization shrunk shinichi body manages find shinichi transformation conan discovery start put around danger gin black organization member start take action
The Mechanic,arthur bishop mechanic elite assassin strict code requiring professional perfection total detachment one elite group assassin bishop may best business unique talent cleanly eliminating target harry mckenna close friend mentor murdered harry son come vengeance heart desire learn bishop trade signaling birth deadly partnership
Speed,jack traven lapd cop swat detail veteran swat officer harry temple thwart extortionist bomber scheme million ransom corner bomber flees detonates bomb vest seemingly killing week later jack witness mass transit city bus explode nearby pay phone ring phone bomber looking vengeance money owed give personal challenge jack bomb rigged another city bus slows mph explode bad enough day nightmare la traffic beginning
The Vigilante,returning afghanistan jessica spec ops marine find war never imagined discovers middle america suburbia changed thirteen year old sister aimee abducted sex trafficker
Live Free or Die Hard,john mcclane back badder ever time call service young hacker bid stop ring internet terrorist intent taking control america computer infrastructure
